1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,2.28E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,2.28E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,3.58E+00,1.73E+02,2.28E+00,8.00E+00,-2.18E+00,8.00E+00,3.58E+00,1.65E+02,1.93E+00,1.00E+01,-4.04E+00,8.00E+00,3.59E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,3.59E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,4.01E+00,1.73E+02,2.28E+00,8.00E+00,-2.18E+00,8.00E+00,4.02E+00,1.73E+02,2.28E+00,8.00E+00,-2.18E+00,8.00E+00,4.53E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,4.53E+00,1.65E+02,1.93E+00,1.00E+01,-4.04E+00,8.00E+00,4.88E+00,1.65E+02,1.93E+00,1.00E+01,-4.04E+00,8.00E+00,4.88E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,4.88E+00,1.65E+02,1.93E+00,1.00E+01,-4.04E+00,8.00E+00,4.88E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,2.27E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,2.27E+00,1.73E+02,2.28E+00,8.00E+00,-2.18E+00,8.00E+00,3.59E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,3.59E+00,1.65E+02,1.93E+00,1.00E+01,-4.04E+00,8.00E+00,3.59E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,3.59E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,4.01E+00,1.65E+02,1.93E+00,1.00E+01,-4.04E+00,8.00E+00,4.01E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,4.53E+00,1.73E+02,2.28E+00,8.00E+00,-2.18E+00,8.00E+00,4.53E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,4.88E+00,1.65E+02,1.93E+00,1.00E+01,-4.04E+00,8.00E+00,4.88E+00,1.73E+02,2.28E+00,8.00E+00,-2.18E+00,8.00E+00,4.88E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,4.88E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,2.28E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,2.28E+00,1.65E+02,1.93E+00,1.00E+01,-4.04E+00,8.00E+00,3.58E+00,1.73E+02,2.28E+00,8.00E+00,-2.18E+00,8.00E+00,3.58E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,3.59E+00,1.65E+02,1.93E+00,1.00E+01,-4.04E+00,8.00E+00,3.59E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,4.01E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,4.02E+00,1.65E+02,1.93E+00,1.00E+01,-4.04E+00,8.00E+00,4.53E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,4.53E+00,1.73E+02,2.28E+00,8.00E+00,-2.18E+00,8.00E+00,4.88E+00,1.73E+02,2.28E+00,8.00E+00,-2.18E+00,8.00E+00,4.88E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,4.88E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,4.88E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
1.73E+02,2.28E+00,8.00E+00,-2.18E+00,8.00E+00,2.27E+00,1.73E+02,2.28E+00,8.00E+00,-2.18E+00,8.00E+00,2.27E+00,1.65E+02,1.93E+00,1.00E+01,-4.04E+00,8.00E+00,3.59E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,3.59E+00,1.73E+02,2.28E+00,8.00E+00,-2.18E+00,8.00E+00,3.59E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,3.59E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,4.01E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,4.01E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,4.53E+00,1.65E+02,1.93E+00,1.00E+01,-4.04E+00,8.00E+00,4.53E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,4.88E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,4.88E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,4.88E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,4.88E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
1.65E+02,1.93E+00,1.00E+01,-4.04E+00,8.00E+00,2.27E+00,1.65E+02,1.93E+00,1.00E+01,-4.04E+00,8.00E+00,2.27E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,3.59E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,3.59E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,3.59E+00,1.73E+02,2.28E+00,8.00E+00,-2.18E+00,8.00E+00,3.59E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,4.01E+00,1.73E+02,2.28E+00,8.00E+00,-2.18E+00,8.00E+00,4.01E+00,1.65E+02,1.93E+00,1.00E+01,-4.04E+00,8.00E+00,4.53E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,4.53E+00,1.73E+02,2.28E+00,8.00E+00,-2.18E+00,8.00E+00,4.88E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,4.88E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,4.88E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,4.88E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,2.27E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,2.27E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,3.59E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,3.59E+00,1.73E+02,2.28E+00,8.00E+00,-2.18E+00,8.00E+00,3.59E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,3.59E+00,1.73E+02,2.28E+00,8.00E+00,-2.18E+00,8.00E+00,4.01E+00,1.65E+02,1.93E+00,1.00E+01,-4.04E+00,8.00E+00,4.01E+00,1.65E+02,1.93E+00,1.00E+01,-4.04E+00,8.00E+00,4.53E+00,1.73E+02,2.28E+00,8.00E+00,-2.18E+00,8.00E+00,4.53E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,4.88E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,4.88E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,4.88E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,4.88E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,2.27E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,2.27E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,3.59E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,3.59E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,3.59E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,3.59E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,4.01E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,4.01E+00,1.65E+02,1.93E+00,1.00E+01,-4.04E+00,8.00E+00,4.53E+00,1.73E+02,2.28E+00,8.00E+00,-2.18E+00,8.00E+00,4.53E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,4.88E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,4.88E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,4.88E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,4.88E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,2.27E+00,1.73E+02,2.28E+00,8.00E+00,-2.18E+00,8.00E+00,2.27E+00,1.65E+02,1.93E+00,1.00E+01,-4.04E+00,8.00E+00,3.59E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,3.59E+00,1.65E+02,1.93E+00,1.00E+01,-4.04E+00,8.00E+00,3.59E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,3.59E+00,1.65E+02,1.93E+00,1.00E+01,-4.04E+00,8.00E+00,4.01E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,4.01E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,4.53E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,4.53E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,4.88E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,4.88E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,4.88E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,4.88E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
1.65E+02,1.93E+00,1.00E+01,-4.04E+00,8.00E+00,2.27E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,2.27E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,3.59E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,3.59E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,3.59E+00,1.65E+02,1.93E+00,1.00E+01,-4.04E+00,8.00E+00,3.59E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,4.01E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,4.01E+00,1.73E+02,2.28E+00,8.00E+00,-2.18E+00,8.00E+00,4.53E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,4.53E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,4.88E+00,1.73E+02,2.28E+00,8.00E+00,-2.18E+00,8.00E+00,4.88E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,4.88E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,4.88E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,2.27E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,2.27E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,3.59E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,3.59E+00,1.73E+02,2.28E+00,8.00E+00,-2.18E+00,8.00E+00,3.59E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,3.59E+00,1.80E+02,2.20E+00,7.00E+00,-2.25E+00,8.00E+00,4.01E+00,1.65E+02,1.93E+00,1.00E+01,-4.04E+00,8.00E+00,4.01E+00,1.73E+02,2.28E+00,8.00E+00,-2.18E+00,8.00E+00,4.53E+00,1.77E+02,2.28E+00,9.00E+00,-2.42E+00,8.00E+00,4.53E+00,1.65E+02,1.93E+00,1.00E+01,-4.04E+00,8.00E+00,4.88E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,4.88E+00,1.73E+02,2.28E+00,8.00E+00,-2.18E+00,8.00E+00,4.88E+00,1.78E+02,2.20E+00,7.00E+00,-1.95E+00,8.00E+00,4.88E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
