Ir,3.88075
Pd,3.95315
Pt,3.9817
Rh,3.8421
Ru,3.83
Fe,3.485
Co,3.5834
Ni,3.52414
Ag,4.0855
,
,
,
IrPtRuRhAg,3.92401
IrPtRuRhFe,3.80391
IrPtRuAgFe,3.85259
IrPtRhAgFe,3.85501
IrRuRhAgFe,3.82467
PtRuRhAgFe,3.84486
